Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R2580,13,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2581,490-142-1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2582,490-142-2,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2583,ZK39-1-12,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2584,170-SNC-1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2585,BGS,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2586,FSD,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2587,490-142-1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2588,490-142-2,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2589,ZK39-1-12,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2590,170-SNC-1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2591,BGS,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2592,FSD,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2593,490-22,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2594,0ZK1-24,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2595,4ZK3-16,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2596,ZK39-1-12,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2597,JLS1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2598,JLS2,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2599,490-142-2,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2600,BGS,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2601,20BS151-1,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2602,20BS151-2,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2603,20BS165-1,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2604,20BS165-2,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2605,20BS165-4,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2606,BH-2,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2607,BSH-4,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2608,BSH-6,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2609,BSH-7,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2610,09BS02,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2611,09BS03,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2612,09BS04,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2613,09BS05,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2614,16903-70,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2615,16903-71,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2616,16903-73,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2617,16601-01,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2618,15805-02,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2619,15801-03,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2620,11BS-39,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2621,11BS-46,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2622,11BS-69,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2623,11BS-72,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0190,REF0190,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2624,BS-2,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0191,REF0191,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2625,BS-5,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0191,REF0191,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
R2626,BS-8,148–152 Ma,I,GG0002,Baoshan (Hunan),REF0191,REF0191,GG0002,Baoshan (Hunan),Hunan,Baoshan,Named pluton or intrusive unit,The linked references explicitly identify the Baoshan (Hunan); all associated records are assigned to that named geological unit.,High,41,REF0190; REF0191,RCB0002,REF0190; REF0191
